,0,1,2,3,4,5,6,7,8,9,10,11,12
19, Executive Suite   Walk 2 Conventions   Private,Entire guest suite, Poplar,65,2  , 1  , 1  , 1.5 baths,Wifi , Self check-in , Air conditioning , Dishwasher,https://airbnb.com/rooms/21279544?previous_page_section_name=1000&federated_search_id=4260fb4c-0974-4670-9b38-20908c6f58e8
0, Old City   Chic  Clean and Comfy 2 bed 2 bath,Entire condominium, Old City,86,4  , 2  , 2  , 2 baths,Wifi , Air conditioning , Washer , Dryer,https://airbnb.com/rooms/43727006?previous_page_section_name=1000&federated_search_id=c23943ed-16c5-4672-ac87-b67795e2935c
1, Temple U Area  Cozy Room Phila Smart Tv   WIFI V,Private room, Fairhill,29,2  , 1  , 1  , 2 shared baths,Wifi , Self check-in , Air conditioning , Kitchen,https://airbnb.com/rooms/28129108?previous_page_section_name=1000&federated_search_id=c23943ed-16c5-4672-ac87-b67795e2935c
2, NEW Modern Retro Chic Studio In University City,Entire apartment, University City,70,2  , Studio , 1  , 1 bath,Wifi , Self check-in , Air conditioning , Free parking,https://airbnb.com/rooms/44695875?previous_page_section_name=1000&federated_search_id=c23943ed-16c5-4672-ac87-b67795e2935c
3, Private Room w  Queen Bed in Ucity close to UPenn!,Private room, University City,29,2  , 1  , 1  , 2 shared baths,Wifi , Self check-in , Air conditioning , Washer,https://airbnb.com/rooms/41801554?previous_page_section_name=1000&federated_search_id=c23943ed-16c5-4672-ac87-b67795e2935c
4, Chic Private Rm 1D West Phila 5min Train Downtown,Private room, Haddington,29,2  , 1  , 1  , 1 shared bath,Wifi , Self check-in , Air conditioning , Kitchen,https://airbnb.com/rooms/39157971?previous_page_section_name=1000&federated_search_id=c23943ed-16c5-4672-ac87-b67795e2935c
5, Home Away From Home I,Private room, Drexel Hill ,45,2  , 1  , 1  , 1 shared bath,Wifi , Indoor fireplace , Air conditioning , Washer,https://airbnb.com/rooms/39211029?previous_page_section_name=1000&federated_search_id=c23943ed-16c5-4672-ac87-b67795e2935c
6, Amber Room   Your Quiet  Comfortable Nook,Private room, Northwest Philadelphia,35,2  , 1  , 1  , 1.5 shared baths,Wifi , Self check-in , Breakfast , Indoor fireplace,https://airbnb.com/rooms/43949336?previous_page_section_name=1000&federated_search_id=c23943ed-16c5-4672-ac87-b67795e2935c
7, Orion suite,Private room, Northeast Philadelphia,40,1,1,1,1,Wifi , Air conditioning , Washer , Dryer,https://airbnb.com/rooms/45585580?previous_page_section_name=1000&federated_search_id=c23943ed-16c5-4672-ac87-b67795e2935c
8, Stylish  Sleek and Simple 1 Bedroom   Francisville,Entire apartment, North Central,46,2  , 1  , 0  , 1 bath,Wifi , Self check-in , Air conditioning , Washer,https://airbnb.com/rooms/45580961?previous_page_section_name=1000&federated_search_id=c23943ed-16c5-4672-ac87-b67795e2935c
9, BEAUTIFUL City Center One Bedroom with DECK,Entire apartment, Center City,66,4  , 1  , 2  , 1 bath,Wifi , Air conditioning , Dishwasher , Kitchen,https://airbnb.com/rooms/42361495?previous_page_section_name=1000&federated_search_id=c23943ed-16c5-4672-ac87-b67795e2935c
10, Sosuite   Colorful 2BR 2BA w  Private Terrace   Discounted Parking,Entire loft, Poplar,142,4  , 2  , 2  , 2 baths,Wifi , Elevator , Self check-in , Gym,https://airbnb.com/rooms/45127429?previous_page_section_name=1000&federated_search_id=c23943ed-16c5-4672-ac87-b67795e2935c
11, Warm   Charming Rittenhouse Studio,Entire condominium, Center City,58,2  , Studio , 1  , 1 bath,Wifi , Breakfast , Air conditioning,None,https://airbnb.com/rooms/43629198?previous_page_section_name=1000&federated_search_id=c23943ed-16c5-4672-ac87-b67795e2935c
12, Downtown Philly Apartment By Rittenhouse Square,Entire apartment, Center City,73,3  , Studio , 1  , 1 bath,Wifi , Self check-in , Air conditioning , Washer,https://airbnb.com/rooms/20607398?previous_page_section_name=1000&federated_search_id=c23943ed-16c5-4672-ac87-b67795e2935c
13,   ARTSY HIDDEN GEM   FREE PARKING  ,Private room, Northeast Philadelphia,48,4  , 1  , 2  , 1 private bath,Wifi , Self check-in , Indoor fireplace , Pets allowed,https://airbnb.com/rooms/29777302?previous_page_section_name=1000&federated_search_id=c23943ed-16c5-4672-ac87-b67795e2935c
14, Nice Quiet Bedroom in University City!,Private room, University City,39,2  , 1  , 1  , 2 shared baths,Wifi , Self check-in , Air conditioning , Washer,https://airbnb.com/rooms/45649035?previous_page_section_name=1000&federated_search_id=c23943ed-16c5-4672-ac87-b67795e2935c
15, Stylish private home in Center City Philadelphia ,Entire house, South Philadelphia,98,4  , 1  , 2  , 1 bath,Wifi , Self check-in , Air conditioning , Washer,https://airbnb.com/rooms/18287614?previous_page_section_name=1000&federated_search_id=c23943ed-16c5-4672-ac87-b67795e2935c
16, Lovely Apt located in South Philadelphia,Entire apartment, South Philadelphia,47,4  , 1  , 1  , 1 bath,Wifi , Self check-in , Pets allowed , Air conditioning,https://airbnb.com/rooms/20204807?previous_page_section_name=1000&federated_search_id=c23943ed-16c5-4672-ac87-b67795e2935c
17,  Fantasy  Suite in Boutique Style Building,Entire guest suite, Poplar,57,2  , Studio , 1  , 1 bath,Wifi , Air conditioning,None,None,https://airbnb.com/rooms/37660552?previous_page_section_name=1000&federated_search_id=c23943ed-16c5-4672-ac87-b67795e2935c
18, Best of Brewerytown! Spacious 2BR 1BA,Entire apartment, Brewerytown,65,6  , 2  , 2  , 1 bath,Wifi , Air conditioning , Washer , Dryer,https://airbnb.com/rooms/45484303?previous_page_section_name=1000&federated_search_id=c23943ed-16c5-4672-ac87-b67795e2935c
19, PRIVATE one bedroom apt in heart of philly  ,Entire apartment, South Philadelphia,58,4  , 1  , 2  , 1 bath,Wifi , Air conditioning , Kitchen,None,https://airbnb.com/rooms/45334079?previous_page_section_name=1000&federated_search_id=c23943ed-16c5-4672-ac87-b67795e2935c
0, Elegant Studio By 3600 Market USMLE Step 2CS,Entire guest suite, University City,54,2  , 1  , 1  , 1 bath,Wifi , Air conditioning , Washer , Dryer,https://airbnb.com/rooms/23125109?previous_page_section_name=1000&federated_search_id=c7c17917-4e4e-4e7e-8dc3-095bc3ef8e92
1, Sosuite   Modern 1 Bed w  Skyline View   Discounted On Site Parking,Entire apartment, Poplar,121,2  , 1  , 1  , 1 bath,Wifi , Air conditioning , Kitchen , Pets allowed,https://airbnb.com/rooms/43880113?previous_page_section_name=1000&federated_search_id=c7c17917-4e4e-4e7e-8dc3-095bc3ef8e92
2, Sosuite   Colorful 2BR 2BA w  Private Terrace   Discounted Parking,Entire loft, Poplar,142,4  , 2  , 2  , 2 baths,Wifi , Air conditioning , Kitchen , Pets allowed,https://airbnb.com/rooms/45127429?previous_page_section_name=1000&federated_search_id=c7c17917-4e4e-4e7e-8dc3-095bc3ef8e92
3, Gorgeous 4BD House  w Deck and Patio,Entire house, South Philadelphia,99,14  , 4  , 5  , 2.5 baths,Wifi , Air conditioning , Kitchen , Washer,https://airbnb.com/rooms/43452398?previous_page_section_name=1000&federated_search_id=c7c17917-4e4e-4e7e-8dc3-095bc3ef8e92
4,  Fantasy  Suite in Boutique Style Building,Entire guest suite, Poplar,57,2  , Studio , 1  , 1 bath,Wifi , Air conditioning,None,None,https://airbnb.com/rooms/37660552?previous_page_section_name=1000&federated_search_id=c7c17917-4e4e-4e7e-8dc3-095bc3ef8e92
5, Stunning South Philly! Sleeps 12! Free St Parking!,Entire townhouse, Wharton,161,12  , 4  , 5  , 3 baths,Wifi , Air conditioning , Kitchen , Pets allowed,https://airbnb.com/rooms/37056868?previous_page_section_name=1000&federated_search_id=c7c17917-4e4e-4e7e-8dc3-095bc3ef8e92
6, Luxury Bi Level in Heart of Center City,Entire apartment, Center City,75,2  , 1  , 1  , 1 bath,Wifi , Air conditioning , Kitchen , Pets allowed,https://airbnb.com/rooms/14041262?previous_page_section_name=1000&federated_search_id=c7c17917-4e4e-4e7e-8dc3-095bc3ef8e92
7, Chic Designer Apartment   Downtown   Sleeps 3   #5,Entire apartment, University City,71,3  , 1  , 2  , 1 bath,Wifi , Air conditioning , Kitchen , Pets allowed,https://airbnb.com/rooms/46792399?previous_page_section_name=1000&federated_search_id=c7c17917-4e4e-4e7e-8dc3-095bc3ef8e92
8, Private Apt in Historic Filter Square Townhouse,Entire townhouse, Center City,45,1  , 1  , 1  , 1.5 baths,Wifi , Air conditioning , Pets allowed,None,https://airbnb.com/rooms/36478492?previous_page_section_name=1000&federated_search_id=c7c17917-4e4e-4e7e-8dc3-095bc3ef8e92
9, Temple U Area❗️3B Private Rm & Bath❗️Smart TV WiFi,Private room, North Central,29,2  , 1  , 1  , 1 private bath,Wifi , Air conditioning , Kitchen,None,https://airbnb.com/rooms/46271797?previous_page_section_name=1000&federated_search_id=c7c17917-4e4e-4e7e-8dc3-095bc3ef8e92
10, LUXURIOUS 3 BR Million Dollar CONDO   perfect location,Entire condominium, Center City,190,5  , 3  , 3  , 2 baths,Wifi , Air conditioning , Kitchen , Elevator,https://airbnb.com/rooms/20425365?previous_page_section_name=1000&federated_search_id=c7c17917-4e4e-4e7e-8dc3-095bc3ef8e92
11, Newly renovated bedroom  quiet  clean ,Private room, South Philadelphia,30,3  , 1  , 1  , 1.5 shared baths,Wifi , Air conditioning , Kitchen , Gym,https://airbnb.com/rooms/40332433?previous_page_section_name=1000&federated_search_id=c7c17917-4e4e-4e7e-8dc3-095bc3ef8e92
12,  Modern Studio Place near Fishtown via Train ,Entire apartment, Northeast Philadelphia,60,2  , Studio , 1  , 1 bath,Wifi , Self check-in,None,None,https://airbnb.com/rooms/43505354?previous_page_section_name=1000&federated_search_id=c7c17917-4e4e-4e7e-8dc3-095bc3ef8e92
13, Luxury Studio in the Heart of South Philly,Entire apartment, Point Breeze,43,2  , 1  , 1  , 1 bath,Wifi , Air conditioning , Kitchen , Self check-in,https://airbnb.com/rooms/44434901?previous_page_section_name=1000&federated_search_id=c7c17917-4e4e-4e7e-8dc3-095bc3ef8e92
14,    ARTSY HIDDEN GEM   FREE PARKING   ,Private room, Northeast Philadelphia,49,2  , 1  , 1  , 1 private bath,Wifi , Air conditioning , Kitchen , Pets allowed,https://airbnb.com/rooms/14682020?previous_page_section_name=1000&federated_search_id=c7c17917-4e4e-4e7e-8dc3-095bc3ef8e92
15, Amz 1BR  Walk 2 Drexel  Upenn  CHOP  USMLE  HUP,Entire apartment, University City,65,2  , 1  , 1  , 1 bath,Wifi , Air conditioning , Kitchen , Washer,https://airbnb.com/rooms/45156272?previous_page_section_name=1000&federated_search_id=c7c17917-4e4e-4e7e-8dc3-095bc3ef8e92
16, Small private room in UPenn area,Private room, Southwest Philadelphia,18,1  , 1  , 1  , 1.5 shared baths,Wifi , Air conditioning , Kitchen , Washer,https://airbnb.com/rooms/15734910?previous_page_section_name=1000&federated_search_id=c7c17917-4e4e-4e7e-8dc3-095bc3ef8e92
17, Amber Room   Your Quiet  Comfortable Nook,Private room, Northwest Philadelphia,35,2  , 1  , 1  , 1.5 shared baths,Wifi , Air conditioning , Kitchen , Breakfast,https://airbnb.com/rooms/43949336?previous_page_section_name=1000&federated_search_id=c7c17917-4e4e-4e7e-8dc3-095bc3ef8e92
18, Historic RoadTrip Room,Private room, West Philadelphia,44,1  , 1  , 1  , 1 shared bath,Wifi , Air conditioning , Kitchen , Self check-in,https://airbnb.com/rooms/4337740?previous_page_section_name=1000&federated_search_id=c7c17917-4e4e-4e7e-8dc3-095bc3ef8e92
19, Private Modern Studio  Spring Garden  Free Parking,Entire apartment, Poplar,69,2  , Studio , 1  , 1 bath,Wifi , Air conditioning , Kitchen , Free parking,https://airbnb.com/rooms/32365843?previous_page_section_name=1000&federated_search_id=c7c17917-4e4e-4e7e-8dc3-095bc3ef8e92
0, Great location and Competitive price  Quite area!,Private room, Wynnefield Heights,18,1  , 1  , 2  , 1 shared bath,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/41483173?previous_page_section_name=1000&federated_search_id=05927c28-94a5-459e-bba4-dd3f25b2c9e0
1, Adorable Sunlit Studio,Entire apartment, University City,58,3  , 1  , 1  , 1 bath,Kitchen , Heating , Self check-in,None,https://airbnb.com/rooms/14928741?previous_page_section_name=1000&federated_search_id=05927c28-94a5-459e-bba4-dd3f25b2c9e0
2, Elegant & Comfortable Room in Brewerytown,Private room, Brewerytown,50,2  , 1  , 1  , 1 shared bath,Wifi , Heating , Self check-in,None,https://airbnb.com/rooms/28084969?previous_page_section_name=1000&federated_search_id=05927c28-94a5-459e-bba4-dd3f25b2c9e0
3, 301B Clean and Cozy Center City Studio,Entire apartment, Gayborhood,55,2  , Studio , 0  , 1 bath,Wifi , Kitchen , Heating , Self check-in,https://airbnb.com/rooms/37051109?previous_page_section_name=1000&federated_search_id=05927c28-94a5-459e-bba4-dd3f25b2c9e0
4, Super Comfy Bed,Private room, Point Breeze,29,2  , 1  , 2  , 1.5 baths,Wifi , Kitchen , Self check-in,None,https://airbnb.com/rooms/19553323?previous_page_section_name=1000&federated_search_id=05927c28-94a5-459e-bba4-dd3f25b2c9e0
5, Charming & Bright Room close to Downtown   B1,Private room, North Central,37,2  , 1  , 1  , 2 shared baths,Wifi , Kitchen , Heating , Self check-in,https://airbnb.com/rooms/42928017?previous_page_section_name=1000&federated_search_id=05927c28-94a5-459e-bba4-dd3f25b2c9e0
6, Beautiful private room with TV  desk & queen bed,Private room, Strawberry Mansion,30,2  , Studio , 1  , 1 bath,Wifi , Heating,None,None,https://airbnb.com/rooms/47073800?previous_page_section_name=1000&federated_search_id=05927c28-94a5-459e-bba4-dd3f25b2c9e0
7, Simple  easy and clean,Private room, North Central,20,1  , 1  , 1  , 1 private bath,Wifi , Kitchen , Heating , Self check-in,https://airbnb.com/rooms/43714626?previous_page_section_name=1000&federated_search_id=05927c28-94a5-459e-bba4-dd3f25b2c9e0
8, Liberty Bell  STOCKHOLM SUITE  Spacious Apartment,Entire apartment, Poplar,39,8  , 2  , 2  , 2 baths,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/31803877?previous_page_section_name=1000&federated_search_id=05927c28-94a5-459e-bba4-dd3f25b2c9e0
9, Open Studio Apt Central AC Heat @Convention Center,Private room, Center City,57,2  , Studio , 1  , 1 private bath,Wifi , Kitchen , Heating , Self check-in,https://airbnb.com/rooms/44624437?previous_page_section_name=1000&federated_search_id=05927c28-94a5-459e-bba4-dd3f25b2c9e0
10, Center City Rittenhouse PA Apt Studio Unit 2,Entire condominium, South Philadelphia,66,2  , Studio , 1  , 1 bath,Wifi , Kitchen , Heating , Self check-in,https://airbnb.com/rooms/43983330?previous_page_section_name=1000&federated_search_id=05927c28-94a5-459e-bba4-dd3f25b2c9e0
11, West Philly King in Modern Victorian   Parking,Private room, University City,28,2  , 1  , 1  , 2 shared baths,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/30072373?previous_page_section_name=1000&federated_search_id=05927c28-94a5-459e-bba4-dd3f25b2c9e0
12, Rockysteps  CLOUDNINE  Peaceful & Modern,Entire apartment, Center City,60,5  , 1  , 3  , 1 bath,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/43428787?previous_page_section_name=1000&federated_search_id=05927c28-94a5-459e-bba4-dd3f25b2c9e0
13, Comfy Sunny Room in Brand New Condo Near Downtown,Private room, Poplar,39,2  , 1  , 1  , 1.5 shared baths,Wifi , Kitchen , Heating , Self check-in,https://airbnb.com/rooms/40758123?previous_page_section_name=1000&federated_search_id=05927c28-94a5-459e-bba4-dd3f25b2c9e0
14, Temple U Area BED FUTON SMART TV WiFi VI,Private room, Fairhill,29,2  , 1  , 1  , 2 shared baths,Wifi , Kitchen , Heating , Self check-in,https://airbnb.com/rooms/28102167?previous_page_section_name=1000&federated_search_id=05927c28-94a5-459e-bba4-dd3f25b2c9e0
15, Near PHILA and transport 226B3,Private room, Overbrook Park,20,1  , 1  , 1  , 1 shared bath,Wifi , Kitchen , Heating , Self check-in,https://airbnb.com/rooms/6938874?previous_page_section_name=1000&federated_search_id=05927c28-94a5-459e-bba4-dd3f25b2c9e0
16, A Minimalist's Nook in Fairmount,Entire condominium, Francisville,80,2  , 1  , 1  , 1 bath,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/46380850?previous_page_section_name=1000&federated_search_id=05927c28-94a5-459e-bba4-dd3f25b2c9e0
17, Fantastic studio 4 ppl 3,Entire apartment, Passyunk Square,82,4  , Studio , 2  , 1 bath,Wifi , Heating , Self check-in,None,https://airbnb.com/rooms/38449972?previous_page_section_name=1000&federated_search_id=05927c28-94a5-459e-bba4-dd3f25b2c9e0
18, Stylish private home in Center City Philadelphia ,Entire house, South Philadelphia,98,4  , 1  , 2  , 1 bath,Wifi , Kitchen , Heating , Self check-in,https://airbnb.com/rooms/18287614?previous_page_section_name=1000&federated_search_id=05927c28-94a5-459e-bba4-dd3f25b2c9e0
19, Open Plan Apt AC Heat Netflix @Convention Center,Private room, Center City,60,4  , 1  , 2  , 1 private bath,Wifi , Kitchen , Heating , Self check-in,https://airbnb.com/rooms/44607588?previous_page_section_name=1000&federated_search_id=05927c28-94a5-459e-bba4-dd3f25b2c9e0
0, Luxury Suite in Boutique Style Building,Private room, Poplar,47,2  , Studio , 1  , 1 private bath,Wifi , Air conditioning , Kitchen , Self check-in,https://airbnb.com/rooms/36542532?previous_page_section_name=1000&federated_search_id=b1923f33-0ec7-40e0-a46d-33072f44d934
1, Lovely private room in big house near city ,Private room, Northwest Philadelphia,30,1  , 1  , 1  , 1.5 shared baths,Wifi , Air conditioning , Kitchen , Breakfast,https://airbnb.com/rooms/13332268?previous_page_section_name=1000&federated_search_id=b1923f33-0ec7-40e0-a46d-33072f44d934
2, Private Room & Bath Perfect for Social Distancing,Private room, Overbrook,37,1  , 1  , 1  , 1 private bath,Wifi , Air conditioning , Kitchen , Breakfast,https://airbnb.com/rooms/33295604?previous_page_section_name=1000&federated_search_id=b1923f33-0ec7-40e0-a46d-33072f44d934
3, Spring Garden   Historical Space   Free Parking,Entire apartment, Callowhill,62,2  , Studio , 1  , 1 bath,Wifi , Air conditioning , Kitchen , Free parking,https://airbnb.com/rooms/41589132?previous_page_section_name=1000&federated_search_id=b1923f33-0ec7-40e0-a46d-33072f44d934
4,   TEMPLE CAMPUS   Private Rm G w Key WiFi SmartTV,Private room, North Central,29,2  , 1  , 1  , 2.5 shared baths,Wifi , Kitchen,None,None,https://airbnb.com/rooms/45748458?previous_page_section_name=1000&federated_search_id=b1923f33-0ec7-40e0-a46d-33072f44d934
5, K1  Spacious  Airy Queen Room w  Shared Bathroom,Private room, South Philadelphia West,33,2  , 1  , 1  , 1 shared bath,Wifi , Air conditioning , Kitchen , Hot tub,https://airbnb.com/rooms/46210838?previous_page_section_name=1000&federated_search_id=b1923f33-0ec7-40e0-a46d-33072f44d934
6, 203 Comfort Heart of Center City APT studio,Entire apartment, Gayborhood,56,2  , Studio , 1  , 1 bath,Wifi , Air conditioning , Kitchen , Breakfast,https://airbnb.com/rooms/32689855?previous_page_section_name=1000&federated_search_id=b1923f33-0ec7-40e0-a46d-33072f44d934
7, 201 Rittenhouse Square  luxury  comfort APT Studio,Entire apartment, Center City,61,2  , Studio , 1  , 1 bath,Wifi , Air conditioning , Kitchen , Washer,https://airbnb.com/rooms/33967270?previous_page_section_name=1000&federated_search_id=b1923f33-0ec7-40e0-a46d-33072f44d934
8, Sonder   Unique Suite in Midtown Village   Weekly Specials,Entire apartment, Gayborhood,90,4  , Studio , 2  , 1 bath,Wifi , Air conditioning , Elevator , Self check-in,https://airbnb.com/rooms/45846128?previous_page_section_name=1000&federated_search_id=b1923f33-0ec7-40e0-a46d-33072f44d934
9,  Peaceful  Downtown Hideaway w  2 Upscale Baths!!,Private room, Poplar,34,2  , Studio , 1  , 2 baths,Wifi , Air conditioning,None,None,https://airbnb.com/rooms/39447166?previous_page_section_name=1000&federated_search_id=b1923f33-0ec7-40e0-a46d-33072f44d934
10, Elegant 1BR  Walk 2 Drexel  Upenn  CHOP  USMLE   ,Entire apartment, University City,58,2  , 1  , 1  , 1 bath,Wifi , Air conditioning , Washer , Dryer,https://airbnb.com/rooms/45165030?previous_page_section_name=1000&federated_search_id=b1923f33-0ec7-40e0-a46d-33072f44d934
11, Executive Suite   Walk 2 Conventions   Private,Entire guest suite, Poplar,65,2  , 1  , 1  , 1.5 baths,Wifi , Air conditioning , Self check-in , Dishwasher,https://airbnb.com/rooms/21279544?previous_page_section_name=1000&federated_search_id=b1923f33-0ec7-40e0-a46d-33072f44d934
12, Paradise Suite,Private room, Northeast Philadelphia,40,1,1,1,1,Wifi , Air conditioning , Kitchen , Washer,https://airbnb.com/rooms/45585977?previous_page_section_name=1000&federated_search_id=b1923f33-0ec7-40e0-a46d-33072f44d934
13, Sosuite   Contemporary 2BR 2BA Loft   discounted Parking,Entire loft, Poplar,136,4  , 2  , 2  , 2 baths,Wifi , Air conditioning , Kitchen , Pets allowed,https://airbnb.com/rooms/45364509?previous_page_section_name=1000&federated_search_id=b1923f33-0ec7-40e0-a46d-33072f44d934
14, Off Hollywood Room Two,Private room, Strawberry Mansion,46,2  , 1  , 1  , 1 private bath,Wifi , Air conditioning , Self check-in,None,https://airbnb.com/rooms/45413077?previous_page_section_name=1000&federated_search_id=b1923f33-0ec7-40e0-a46d-33072f44d934
15, Your Philly Home Away from Home ,Private room, Northwest Philadelphia,33,2  , 1  , 1  , 1 shared bath,Wifi , Air conditioning , Kitchen , Free parking,https://airbnb.com/rooms/26894423?previous_page_section_name=1000&federated_search_id=b1923f33-0ec7-40e0-a46d-33072f44d934
16, Adorable 1 Bed Apartment in Fitler Square,Entire apartment, Center City,60,2  , 1  , 1  , 1 bath,Wifi , Air conditioning , Kitchen , Pets allowed,https://airbnb.com/rooms/36767911?previous_page_section_name=1000&federated_search_id=b1923f33-0ec7-40e0-a46d-33072f44d934
17, Art Museum Haven w Queen size bed,Private room, Franklintown,43,2  , 1  , 1  , 1 private bath,Wifi , Air conditioning , Self check-in,None,https://airbnb.com/rooms/5432202?previous_page_section_name=1000&federated_search_id=b1923f33-0ec7-40e0-a46d-33072f44d934
18, Sonder at The Arco   Private Room Near Whole Foods,Entire apartment, Gayborhood,89,4  , Studio , 2  , 1 bath,Wifi , Air conditioning , Elevator , Self check-in,https://airbnb.com/rooms/45845362?previous_page_section_name=1000&federated_search_id=b1923f33-0ec7-40e0-a46d-33072f44d934
19, Silk Road Stop   Private Bath  Sleeps 3  Parking,Private room, Point Breeze,55,3  , 1  , 2  , 1.5 baths,Wifi , Air conditioning , Kitchen , Washer,https://airbnb.com/rooms/15830648?previous_page_section_name=1000&federated_search_id=b1923f33-0ec7-40e0-a46d-33072f44d934
0, The University Experience near USMLE Step 2CS,Entire apartment, University City,65,3  , Studio , 1  , 1 bath,Wifi , Self check-in , Air conditioning , Washer,https://airbnb.com/rooms/30322556?previous_page_section_name=1000&federated_search_id=805b4781-6a34-4df8-8575-51fa19294c0e
1, 3600 Market Experience near USMLE Step 2CS,Entire apartment, University City,64,2  , Studio , 1  , 1 bath,Wifi , Self check-in , Air conditioning , Washer,https://airbnb.com/rooms/30353401?previous_page_section_name=1000&federated_search_id=805b4781-6a34-4df8-8575-51fa19294c0e
2, COMFY  COZY and BEAUTIFUL,Private room, Mill Creek,39,2  , 1  , 1  , 1 shared bath,Wifi , Air conditioning , Free parking , Dishwasher,https://airbnb.com/rooms/39254203?previous_page_section_name=1000&federated_search_id=805b4781-6a34-4df8-8575-51fa19294c0e
3, A Quiet & Clean Space with a Backyard,Private room, South Philadelphia,29,1  , 1  , 1  , 1 shared bath,Wifi , Self check-in , Air conditioning , Washer,https://airbnb.com/rooms/43933190?previous_page_section_name=1000&federated_search_id=805b4781-6a34-4df8-8575-51fa19294c0e
4, Cozy Private Room2 Parking  Smart TV  WEEKLY $210,Private room, Mantua,34,2  , 1  , 1  , 1.5 shared baths,Wifi , Air conditioning , Washer , Dryer,https://airbnb.com/rooms/30817446?previous_page_section_name=1000&federated_search_id=805b4781-6a34-4df8-8575-51fa19294c0e
5, Minimalist 2C West Philly Private Rm Wifi Smart TV,Private room, Haddington,24,2  , 1  , 1  , 2 shared baths,Wifi , Self check-in , Air conditioning , Kitchen,https://airbnb.com/rooms/43673803?previous_page_section_name=1000&federated_search_id=805b4781-6a34-4df8-8575-51fa19294c0e
6, Sonder   Private Room in Midtown Village   Weekly Discounts,Entire apartment, Gayborhood,90,2  , Studio , 1  , 1 bath,Wifi , Elevator , Self check-in , Air conditioning,https://airbnb.com/rooms/45846037?previous_page_section_name=1000&federated_search_id=805b4781-6a34-4df8-8575-51fa19294c0e
7, Cozy center city apartment w  large private patio,Entire apartment, Center City,80,2  , 1  , 1  , 1 bath,Wifi , Self check-in , Air conditioning , Washer,https://airbnb.com/rooms/31546569?previous_page_section_name=1000&federated_search_id=805b4781-6a34-4df8-8575-51fa19294c0e
8, Quirky loft in the center of Fishtown,Entire loft, North Philadelphia,58,4  , Studio , 2  , 1 bath,Wifi , Self check-in , Pets allowed , Air conditioning,https://airbnb.com/rooms/7241662?previous_page_section_name=1000&federated_search_id=805b4781-6a34-4df8-8575-51fa19294c0e
9, Large  bright room  has wood floors,Private room, Northeast Philadelphia,25,1  , 1  , 1  , 1.5 baths,Wifi , Washer , Dryer , Kitchen,https://airbnb.com/rooms/12586405?previous_page_section_name=1000&federated_search_id=805b4781-6a34-4df8-8575-51fa19294c0e
10, Close to Center City   Newly Renovated Studio 1,Entire apartment, Poplar,66,2  , Studio , 1  , 1 bath,Wifi , Self check-in , Air conditioning , Washer,https://airbnb.com/rooms/46105619?previous_page_section_name=1000&federated_search_id=805b4781-6a34-4df8-8575-51fa19294c0e
11, Quintessential 1옷room Rotation Interview Step2CS ️,Private room, University City,45,2  , 1  , 1  , 3 shared baths,Wifi , Self check-in , Air conditioning , Kitchen,https://airbnb.com/rooms/15999765?previous_page_section_name=1000&federated_search_id=805b4781-6a34-4df8-8575-51fa19294c0e
12, RC near temple univ  temple hospital & congreso,Private room, Fairhill,41,2  , 1  , 1  , 2 shared baths,Wifi , Air conditioning , Washer , Dryer,https://airbnb.com/rooms/43861598?previous_page_section_name=1000&federated_search_id=805b4781-6a34-4df8-8575-51fa19294c0e
13, Sunny  Chic Room w  Roof Deck,Private room, Point Breeze,35,2  , 1  , 2  , 1 shared bath,Wifi , Self check-in , Air conditioning , Washer,https://airbnb.com/rooms/38840917?previous_page_section_name=1000&federated_search_id=805b4781-6a34-4df8-8575-51fa19294c0e
14, Outstanding1옷room for Rotation Interview Step2CS ️,Private room, University City,45,2  , 1  , 1  , 3 shared baths,Wifi , Self check-in , Air conditioning , Kitchen,https://airbnb.com/rooms/15999589?previous_page_section_name=1000&federated_search_id=805b4781-6a34-4df8-8575-51fa19294c0e
15,  Rustic  Studio Retreat at the Art Museum Steps,Private room, North Philadelphia,41,2  , Studio , 1  , 1 shared bath,Wifi , Air conditioning,None,None,https://airbnb.com/rooms/36036123?previous_page_section_name=1000&federated_search_id=805b4781-6a34-4df8-8575-51fa19294c0e
16, PHILLYLife: Quiet King Bed 1 Ba Roofdeck w Views,Entire apartment, South Philadelphia,101,2  , 1  , 2  , 1 bath,Wifi , Self check-in , Air conditioning , Free parking,https://airbnb.com/rooms/18482240?previous_page_section_name=1000&federated_search_id=805b4781-6a34-4df8-8575-51fa19294c0e
17, OLDE CITY✭Self   In✭Long Term Kitchen✭KING WD AC,Entire apartment, Old City,64,4  , 1  , 2  , 1 bath,Wifi , Self check-in , Air conditioning , Washer,https://airbnb.com/rooms/45455595?previous_page_section_name=1000&federated_search_id=805b4781-6a34-4df8-8575-51fa19294c0e
