,0,1,2,3,4,5,6,7,8,9,10,11,12
12, Furnished Room in Convenient Brighton Location,Private room, Allston-Brighton,43,1  , 1  , 1  , 4 shared baths,Wifi , Air conditioning , Kitchen , Washer,https://airbnb.com/rooms/45060373?previous_page_section_name=1000&federated_search_id=81d55a07-1402-486e-adcb-eb2b458069f7
13, 1 Bed with floor to ceiling windows,Entire apartment, Fenway/Kenmore,140,3  , 1  , 1  , 1 bath,Wifi , Kitchen , Pets allowed , Gym,https://airbnb.com/rooms/46085675?previous_page_section_name=1000&federated_search_id=81d55a07-1402-486e-adcb-eb2b458069f7
14, WALK to HARVARD&MIT with MEMORY BED 5,Private room, Cambridge,41,2  , 1  , 1  , 2 shared baths,Wifi , Air conditioning , Self check-in,None,https://airbnb.com/rooms/19911587?previous_page_section_name=1000&federated_search_id=81d55a07-1402-486e-adcb-eb2b458069f7
15, Live   Work   Stay   Easy   1BR in Melrose,Entire serviced apartment, Malden,168,3  , 1  , 1  , 1 bath,Wifi , Kitchen , Pets allowed , Gym,https://airbnb.com/rooms/45878371?previous_page_section_name=1000&federated_search_id=81d55a07-1402-486e-adcb-eb2b458069f7
16, 3 Bedroom in Fenway  Close to Hospitals! w d,Entire apartment, Fenway/Kenmore,111,5  , 3  , 3  , 1 bath,Wifi , Air conditioning , Kitchen , Washer,https://airbnb.com/rooms/47020568?previous_page_section_name=1000&federated_search_id=81d55a07-1402-486e-adcb-eb2b458069f7
17, WALK to HARVARD&MIT with MEMORY BED 4,Private room, Cambridge,39,2  , 1  , 2  , 2 shared baths,Wifi , Air conditioning , Self check-in,None,https://airbnb.com/rooms/19346242?previous_page_section_name=1000&federated_search_id=81d55a07-1402-486e-adcb-eb2b458069f7
18, Chic & Comfort Boston Studio near Subway516,Entire apartment, Allston-Brighton,81,2  , 1  , 1  , 1 bath,Wifi , Air conditioning , Kitchen , Elevator,https://airbnb.com/rooms/38128527?previous_page_section_name=1000&federated_search_id=81d55a07-1402-486e-adcb-eb2b458069f7
19, SUPERIOR ROOM,Hotel room, Back Bay,117,2  , 1  , 1  , 1 bath,Wifi , Air conditioning , Pets allowed , Gym,https://airbnb.com/rooms/43715032?previous_page_section_name=1000&federated_search_id=81d55a07-1402-486e-adcb-eb2b458069f7
0, Private cozy  Green Room @ The Washburn!,Private room, Chelsea,40,2  , 1  , 1  , 1 shared bath,Wifi , Air conditioning , Kitchen , Free parking,https://airbnb.com/rooms/9282334?previous_page_section_name=1000&federated_search_id=60ae160c-4c26-4133-8e28-d58961b96009
1, (3A) LIVING IN THE CITY CLOSE TO HARVARD&MIT,Private room, Cambridge,39,2  , 1  , 2  , 1 shared bath,Wifi , Air conditioning , Self check-in,None,https://airbnb.com/rooms/24886707?previous_page_section_name=1000&federated_search_id=60ae160c-4c26-4133-8e28-d58961b96009
2, A Stylish Stay w  a Queen Bed  Heated Floors   #34,Entire loft, Coolidge Corner,68,2  , 1  , 1  , 1 bath,Wifi , Air conditioning , Kitchen , Elevator,https://airbnb.com/rooms/17654520?previous_page_section_name=1000&federated_search_id=60ae160c-4c26-4133-8e28-d58961b96009
3, A Stylish Stay w  a Queen Bed  Heated Floors   #25,Entire loft, Coolidge Corner,66,2  , 1  , 1  , 1 bath,Wifi , Air conditioning , Kitchen , Elevator,https://airbnb.com/rooms/17654157?previous_page_section_name=1000&federated_search_id=60ae160c-4c26-4133-8e28-d58961b96009
4, Budget Room in Cambridge   Paris Concept,Private room, Cambridge,27,2  , 1  , 1  , 1 shared bath,Wifi , Air conditioning , Kitchen , Self check-in,https://airbnb.com/rooms/29343335?previous_page_section_name=1000&federated_search_id=60ae160c-4c26-4133-8e28-d58961b96009
5, Hey Private Room close to MIT and Harvard Uni,Private room, Cambridge,45,4  , 1  , 2  , 1.5 shared baths,Wifi , Air conditioning , Kitchen , Washer,https://airbnb.com/rooms/32986957?previous_page_section_name=1000&federated_search_id=60ae160c-4c26-4133-8e28-d58961b96009
6, R2 Private room in Everett near Boston near Casino,Private room, Everett,42,2  , 1  , 1  , 1 shared bath,Wifi , Air conditioning,None,None,https://airbnb.com/rooms/31099283?previous_page_section_name=1000&federated_search_id=60ae160c-4c26-4133-8e28-d58961b96009
7, Chic quiet room 3 (Near BU Downtown Fenway HMS),Private room, Brookline,60,1  , 1  , 1  , 1 shared bath,Wifi , Air conditioning , Kitchen , Free parking,https://airbnb.com/rooms/18295772?previous_page_section_name=1000&federated_search_id=60ae160c-4c26-4133-8e28-d58961b96009
8, I1 Private Room by Kendall,Private room, Cambridge,45,4  , 1  , 1  , 1 shared bath,Wifi , Air conditioning , Kitchen,None,https://airbnb.com/rooms/28988139?previous_page_section_name=1000&federated_search_id=60ae160c-4c26-4133-8e28-d58961b96009
9, CambridgeBest2 bed 2 bath 1 kitchen apt 1 parking,Entire apartment, Cambridge,59,3  , 2  , 2  , 2 baths,Wifi , Air conditioning , Kitchen , Free parking,https://airbnb.com/rooms/46778268?previous_page_section_name=1000&federated_search_id=60ae160c-4c26-4133-8e28-d58961b96009
10, Private basement guest room in a cozy home,Private room, Roslindale,50,2  , 1  , 1  , 1 private bath,Wifi , Kitchen , Free parking,None,https://airbnb.com/rooms/37461678?previous_page_section_name=1000&federated_search_id=60ae160c-4c26-4133-8e28-d58961b96009
11, Luxury 2BR in Southend near SoWa   Evonify,Entire apartment, South End,68,6  , 2  , 3  , 1.5 baths,Wifi , Air conditioning , Kitchen , Pets allowed,https://airbnb.com/rooms/45439188?previous_page_section_name=1000&federated_search_id=60ae160c-4c26-4133-8e28-d58961b96009
12, Downtown Boston UMASS Lovely Private Room(4),Private room, Dorchester,51,2  , 1  , 1  , 1 shared bath,Wifi , Air conditioning , Kitchen , Washer,https://airbnb.com/rooms/40485818?previous_page_section_name=1000&federated_search_id=60ae160c-4c26-4133-8e28-d58961b96009
13, New 3 Bed 2 Bath Tourist House near Kendall Square,Entire serviced apartment, Cambridge,80,7  , 3  , 5  , 2 baths,Wifi , Air conditioning , Kitchen , Washer,https://airbnb.com/rooms/33340302?previous_page_section_name=1000&federated_search_id=60ae160c-4c26-4133-8e28-d58961b96009
14, Nice Queen size bedroom  near T,Private room, Somerville,39,1  , 1  , 1  , 1 shared bath,Wifi , Kitchen , Free parking,None,https://airbnb.com/rooms/6812982?previous_page_section_name=1000&federated_search_id=60ae160c-4c26-4133-8e28-d58961b96009
15, Gorgeous 2BR in Downtown Boston   Evonify,Entire apartment, Downtown,83,6  , 2  , 2  , 1 bath,Wifi , Air conditioning , Kitchen , Pets allowed,https://airbnb.com/rooms/46579459?previous_page_section_name=1000&federated_search_id=60ae160c-4c26-4133-8e28-d58961b96009
16, This is your place!!! Clean  organized and cozy ,Private room, Malden,45,2  , 1  , 1  , 2 shared baths,Wifi , Air conditioning , Kitchen , Free parking,https://airbnb.com/rooms/35805647?previous_page_section_name=1000&federated_search_id=60ae160c-4c26-4133-8e28-d58961b96009
17, Modern design   200mbps Wifi   Pet Friendly 1BR,Entire apartment, Financial District,102,4  , 1  , 1  , 1 bath,Wifi , Air conditioning , Kitchen , Elevator,https://airbnb.com/rooms/36770685?previous_page_section_name=1000&federated_search_id=60ae160c-4c26-4133-8e28-d58961b96009
18, Private parking(sedan size)  Clean  Comfy room@2,Private room, East Boston,45,2  , 1  , 1  , 2 shared baths,Wifi , Air conditioning , Waterfront,None,https://airbnb.com/rooms/25328440?previous_page_section_name=1000&federated_search_id=60ae160c-4c26-4133-8e28-d58961b96009
19, A Stylish Stay w  a Queen Bed  Heated Floors   #32,Entire loft, Coolidge Corner,65,2  , 1  , 1  , 1 bath,Wifi , Air conditioning , Kitchen , Elevator,https://airbnb.com/rooms/17654443?previous_page_section_name=1000&federated_search_id=60ae160c-4c26-4133-8e28-d58961b96009
0, Live   Work   Stay   Easy   2BR in Cambridge,Entire serviced apartment, Cambridge,183,5  , 2  , 2  , 2 baths,Wifi , Kitchen , Pets allowed , Gym,https://airbnb.com/rooms/47131483?previous_page_section_name=1000&federated_search_id=16ba87dd-72c4-486b-abda-15f3229065a5
1, Modern in Historic Charles Designed Studio #7,Entire apartment, Beacon Hill,84,2  , 1  , 1  , 1 bath,Wifi , Air conditioning , Kitchen , Elevator,https://airbnb.com/rooms/19308998?previous_page_section_name=1000&federated_search_id=16ba87dd-72c4-486b-abda-15f3229065a5
2, Luxury Two Bedroom in Kendall Square near MIT  Harvard,Entire apartment, Cambridge,140,5  , 2  , 2  , 2 baths,Wifi , Kitchen , Pets allowed , Gym,https://airbnb.com/rooms/45732378?previous_page_section_name=1000&federated_search_id=16ba87dd-72c4-486b-abda-15f3229065a5
3, The Inn at Brookline  Executive King,Room, boutique hotel Coolidge Corner,115,2  , 1  , 1  , 1 private bath,Wifi , Air conditioning , Gym , Elevator,https://airbnb.com/rooms/39392790?previous_page_section_name=1000&federated_search_id=16ba87dd-72c4-486b-abda-15f3229065a5
4, (3B) LIVING IN THE CITY  CLOSE TO HARVARD&MIT,Private room, Cambridge,42,3  , 1  , 3  , 1 shared bath,Wifi , Air conditioning , Self check-in,None,https://airbnb.com/rooms/24888098?previous_page_section_name=1000&federated_search_id=16ba87dd-72c4-486b-abda-15f3229065a5
5, Corner Room in Shared Apt,Private room, Cambridge,31,2  , 1  , 1  , 1 shared bath,Wifi , Kitchen,None,None,https://airbnb.com/rooms/1203031?previous_page_section_name=1000&federated_search_id=16ba87dd-72c4-486b-abda-15f3229065a5
6, Lovely Place in Jamaica Plain Room #2,Private room, Jamaica Plain,40,2  , 1  , 1  , 1 shared bath,Wifi , Kitchen , Free parking , Breakfast,https://airbnb.com/rooms/42404818?previous_page_section_name=1000&federated_search_id=16ba87dd-72c4-486b-abda-15f3229065a5
7, Furnished Room in Convenient Brighton Location,Private room, Allston-Brighton,43,1  , 1  , 1  , 4 shared baths,Wifi , Air conditioning , Kitchen , Washer,https://airbnb.com/rooms/45060373?previous_page_section_name=1000&federated_search_id=16ba87dd-72c4-486b-abda-15f3229065a5
8, 哈佛附近温馨精细卧室出租,Private room, Cambridge,52,1  , 1  , 1  , 1 shared bath,Wifi , Kitchen , Elevator , Washer,https://airbnb.com/rooms/30323319?previous_page_section_name=1000&federated_search_id=16ba87dd-72c4-486b-abda-15f3229065a5
9, Art Room (Near Subway   2 stops from downtown),Private room, South Boston,38,2  , 1  , 1  , 1 shared bath,Wifi , Air conditioning , Washer , Dryer,https://airbnb.com/rooms/26893801?previous_page_section_name=1000&federated_search_id=16ba87dd-72c4-486b-abda-15f3229065a5
10, Ball Square Oasis,Entire condominium, Somerville,62,2  , 1  , 1  , 1 bath,Wifi , Indoor fireplace , Washer , Dryer,https://airbnb.com/rooms/36805786?previous_page_section_name=1000&federated_search_id=16ba87dd-72c4-486b-abda-15f3229065a5
11, Convenient to Boston & Cambridge   Large Room,Private room, Somerville,43,1  , 1  , 1  , 1.5 shared baths,Wifi , Air conditioning , Kitchen , Washer,https://airbnb.com/rooms/18187089?previous_page_section_name=1000&federated_search_id=16ba87dd-72c4-486b-abda-15f3229065a5
12, Walk to Airport  5 min to Downtown,Entire apartment, East Boston,85,6  , 2  , 3  , 1 bath,Wifi , Air conditioning , Kitchen,None,https://airbnb.com/rooms/28868366?previous_page_section_name=1000&federated_search_id=16ba87dd-72c4-486b-abda-15f3229065a5
13, Stylish Studio in Theatre District   Evonify,Entire apartment, Chinatown,56,3  , 1  , 1  , 1 bath,Wifi , Air conditioning , Kitchen , Pets allowed,https://airbnb.com/rooms/44121627?previous_page_section_name=1000&federated_search_id=16ba87dd-72c4-486b-abda-15f3229065a5
14, Private Room Near Boston with Steady Roommates,Private room, Watertown,25,1  , 1  , 1  , 1.5 shared baths,Wifi , Air conditioning , Kitchen , Washer,https://airbnb.com/rooms/45070563?previous_page_section_name=1000&federated_search_id=16ba87dd-72c4-486b-abda-15f3229065a5
15, Stunning 2BR in Downtown Boston   Evonify,Entire apartment, Downtown,91,6  , 2  , 2  , 1 bath,Wifi , Air conditioning , Kitchen , Pets allowed,https://airbnb.com/rooms/46020985?previous_page_section_name=1000&federated_search_id=16ba87dd-72c4-486b-abda-15f3229065a5
16, Budget Room in Cambridge   Woof Concept,Private room, Cambridge,27,2  , 1  , 1  , 1.5 shared baths,Wifi , Air conditioning , Kitchen , Self check-in,https://airbnb.com/rooms/29806399?previous_page_section_name=1000&federated_search_id=16ba87dd-72c4-486b-abda-15f3229065a5
17, Large room in Jamaica Plain  plenty natural light,Private room, Jamaica Plain,45,1,1,1,1,Wifi , Air conditioning , Kitchen , Free parking,https://airbnb.com/rooms/45862289?previous_page_section_name=1000&federated_search_id=16ba87dd-72c4-486b-abda-15f3229065a5
18, NEAR HARVARD BUSINESS SCHOOL WITH MEMORY BED 1,Private room, Allston-Brighton,42,4  , 1  , 4  , 1 shared bath,Wifi , Air conditioning , Self check-in,None,https://airbnb.com/rooms/34096297?previous_page_section_name=1000&federated_search_id=16ba87dd-72c4-486b-abda-15f3229065a5
19, joyful private room next to central sq MIT 3,Private room, Cambridge,45,4  , 1  , 2  , 2 shared baths,Wifi , Air conditioning , Kitchen,None,https://airbnb.com/rooms/33072838?previous_page_section_name=1000&federated_search_id=16ba87dd-72c4-486b-abda-15f3229065a5
0, Private bedroom in South Boston nr Downtown 130 1C,Private room, South Boston,39,1  , 1  , 1  , 2 shared baths,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/38164617?previous_page_section_name=1000&federated_search_id=264e03a5-c07b-4873-9713-5721028a5350
1, Stylish Bedroom in Coolidge Corner,Private room, Coolidge Corner,48,2  , 1  , 1  , 1 shared bath,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/45550095?previous_page_section_name=1000&federated_search_id=264e03a5-c07b-4873-9713-5721028a5350
2, Chic & Comfort Boston Studio near Subway516,Entire apartment, Allston-Brighton,81,2  , 1  , 1  , 1 bath,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/38128527?previous_page_section_name=1000&federated_search_id=264e03a5-c07b-4873-9713-5721028a5350
3, Private bedroom close to MIT & Central Sq,Private room, Cambridge,45,2  , 1  , 1  , 2 shared baths,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/45180951?previous_page_section_name=1000&federated_search_id=264e03a5-c07b-4873-9713-5721028a5350
4, Entire 1 Bedroom Apartment in Boston,Entire apartment, Fenway/Kenmore,150,3  , 1  , 1  , 1 bath,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/46730228?previous_page_section_name=1000&federated_search_id=264e03a5-c07b-4873-9713-5721028a5350
5, Hey Private Room close to MIT and Harvard Uni,Private room, Cambridge,45,4  , 1  , 2  , 1.5 shared baths,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/32986957?previous_page_section_name=1000&federated_search_id=264e03a5-c07b-4873-9713-5721028a5350
6, Budget Studio in Back Bay,Room, boutique hotel Back Bay,92,2  , Studio , 1  , 1 private bath,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/35916196?previous_page_section_name=1000&federated_search_id=264e03a5-c07b-4873-9713-5721028a5350
7, Bedroom w shared kitchen  bathroom & living room,Private room, Watertown,39,2  , 1  , 1  , 1 shared bath,Free parking , Wifi , Kitchen , Heating,https://airbnb.com/rooms/17544249?previous_page_section_name=1000&federated_search_id=264e03a5-c07b-4873-9713-5721028a5350
8, Cozy with roof top deck   parking downtown airport,Entire apartment, East Boston,80,4  , 1  , 2  , 1 bath,Free parking , Wifi , Kitchen , Heating,https://airbnb.com/rooms/40991291?previous_page_section_name=1000&federated_search_id=264e03a5-c07b-4873-9713-5721028a5350
9, Perfect for the Summer w  cool A C near Red Line,Private room, Dorchester,45,1  , 1  , 1  , 1.5 baths,Free parking , Wifi , Kitchen , Heating,https://airbnb.com/rooms/33682929?previous_page_section_name=1000&federated_search_id=264e03a5-c07b-4873-9713-5721028a5350
10, 1BD Apt in Back Bay  Isolate by Charles River,Entire apartment, Back Bay,91,2  , Studio , 1  , 1 bath,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/45652037?previous_page_section_name=1000&federated_search_id=264e03a5-c07b-4873-9713-5721028a5350
11, Spacious in heart of city Parking Downtown Airport,Entire apartment, East Boston,80,5  , 2  , 2  , 2 baths,Free parking , Wifi , Kitchen , Heating,https://airbnb.com/rooms/42963569?previous_page_section_name=1000&federated_search_id=264e03a5-c07b-4873-9713-5721028a5350
12, Find Home with Modern JFK UMass Living,Private room, Dorchester,40,1  , 1  , 1  , 1 shared bath,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/42869298?previous_page_section_name=1000&federated_search_id=264e03a5-c07b-4873-9713-5721028a5350
13, I1 Private Room by Kendall,Private room, Cambridge,45,4  , 1  , 1  , 1 shared bath,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/28988139?previous_page_section_name=1000&federated_search_id=264e03a5-c07b-4873-9713-5721028a5350
14, V3  10 Min Walk to Harvard  15 Min to T Subway,Private room, Somerville,49,2  , 1  , 0  , 2 shared baths,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/42004612?previous_page_section_name=1000&federated_search_id=264e03a5-c07b-4873-9713-5721028a5350
15, 3 Bed 2 Bath w  Free Parking near Kendall Square,Entire serviced apartment, Cambridge,83,8  , 3  , 4  , 2 baths,Free parking , Wifi , Kitchen , Heating,https://airbnb.com/rooms/33325791?previous_page_section_name=1000&federated_search_id=264e03a5-c07b-4873-9713-5721028a5350
16, Shelly's Swan Room,Private room, East Boston,52,3  , 1  , 3  , 1 shared bath,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/26828892?previous_page_section_name=1000&federated_search_id=264e03a5-c07b-4873-9713-5721028a5350
17, 10m wlk to Harvard train Porter Sq ,Private room, Somerville,45,1  , 1  , 1  , 2 shared baths,Wifi , Kitchen , Heating,None,https://airbnb.com/rooms/11850567?previous_page_section_name=1000&federated_search_id=264e03a5-c07b-4873-9713-5721028a5350
18, Newly Renovated Boston College Studio,Entire guest suite, Allston-Brighton,53,2  , Studio , 1  , 1 bath,Free parking , Wifi , Heating,None,https://airbnb.com/rooms/22886713?previous_page_section_name=1000&federated_search_id=264e03a5-c07b-4873-9713-5721028a5350
19, SUPERIOR ROOM,Hotel room, Back Bay,117,2  , 1  , 1  , 1 bath,Wifi , Heating,None,None,https://airbnb.com/rooms/43715032?previous_page_section_name=1000&federated_search_id=264e03a5-c07b-4873-9713-5721028a5350
0, Comfy Beacon Hill Studio Great for Work Travel #13,Entire apartment, Beacon Hill,81,2  , 1  , 1  , 1 bath,Wifi , Kitchen , Washer , Dryer,https://airbnb.com/rooms/4461613?previous_page_section_name=1000&federated_search_id=cff21fd0-4452-4e40-8f19-17e31df712ee
1, Luxury 2BR in Southend near SoWa   Evonify,Entire apartment, South End,65,6  , 2  , 2  , 1.5 baths,Wifi , Air conditioning , Kitchen , Pets allowed,https://airbnb.com/rooms/45438995?previous_page_section_name=1000&federated_search_id=cff21fd0-4452-4e40-8f19-17e31df712ee
2, Calming Kendall Square Studio w  Gym  near MIT by Blueground,Entire apartment, Cambridge,133,2  , Studio , 1  , 1 bath,Wifi , Air conditioning , Kitchen , Pets allowed,https://airbnb.com/rooms/30386484?previous_page_section_name=1000&federated_search_id=cff21fd0-4452-4e40-8f19-17e31df712ee
3, Luxury Two Bedroom in Kendall Square near MIT  Harvard,Entire apartment, Cambridge,140,5  , 2  , 2  , 2 baths,Wifi , Kitchen , Pets allowed , Gym,https://airbnb.com/rooms/45732378?previous_page_section_name=1000&federated_search_id=cff21fd0-4452-4e40-8f19-17e31df712ee
4, A place of your own   Studio in Boston,Entire serviced apartment, East Boston,159,1  , Studio , 1  , 1 bath,Wifi , Pool , Kitchen , Pets allowed,https://airbnb.com/rooms/45691604?previous_page_section_name=1000&federated_search_id=cff21fd0-4452-4e40-8f19-17e31df712ee
5, Beautiful 1BR with a View in Downtown   Evonify,Entire apartment, Downtown,70,5  , 1  , 2  , 1 bath,Wifi , Air conditioning , Kitchen , Pets allowed,https://airbnb.com/rooms/42966985?previous_page_section_name=1000&federated_search_id=cff21fd0-4452-4e40-8f19-17e31df712ee
6, Well equipped apartment home   Studio in Revere,Entire serviced apartment, Revere,108,1  , Studio , 1  , 1 bath,Wifi , Pool , Kitchen , Pets allowed,https://airbnb.com/rooms/43944078?previous_page_section_name=1000&federated_search_id=cff21fd0-4452-4e40-8f19-17e31df712ee
7, Spacious 1BR   Downtown Boston   Near Tufts & BCH,Entire apartment, Downtown,108,4  , 1  , 2  , 1 bath,Wifi , Air conditioning , Kitchen , Pets allowed,https://airbnb.com/rooms/23301918?previous_page_section_name=1000&federated_search_id=cff21fd0-4452-4e40-8f19-17e31df712ee
8, Private bedroom in South Boston nr Downtown 130 1C,Private room, South Boston,39,1  , 1  , 1  , 2 shared baths,Wifi , Air conditioning , Kitchen , Washer,https://airbnb.com/rooms/38164617?previous_page_section_name=1000&federated_search_id=cff21fd0-4452-4e40-8f19-17e31df712ee
9, Charming South End Brownstone  2bedroom with a patio,Entire apartment, South End,107,5  , 2  , 2  , 1 bath,Wifi , Air conditioning , Kitchen , Pets allowed,https://airbnb.com/rooms/5718921?previous_page_section_name=1000&federated_search_id=cff21fd0-4452-4e40-8f19-17e31df712ee
10, Cambridge Harvard   MIT Great Room 1,Private room, Cambridge,30,1,1,1,1,Wifi , Air conditioning , Kitchen , Washer,https://airbnb.com/rooms/42116124?previous_page_section_name=1000&federated_search_id=cff21fd0-4452-4e40-8f19-17e31df712ee
11, Cozy & Clean,Private room, Everett,45,2  , 1  , 1  , 1 shared bath,Wifi , Kitchen , Free parking , Washer,https://airbnb.com/rooms/44994653?previous_page_section_name=1000&federated_search_id=cff21fd0-4452-4e40-8f19-17e31df712ee
12, Live   Work   Stay   Easy   2BR in Cambridge,Entire serviced apartment, Cambridge,183,5  , 2  , 2  , 2 baths,Wifi , Kitchen , Pets allowed , Gym,https://airbnb.com/rooms/47131483?previous_page_section_name=1000&federated_search_id=cff21fd0-4452-4e40-8f19-17e31df712ee
13, Master bedroom w  private entrance! Minutes from T,Private room, Malden,42,3  , 1  , 1  , 1 shared bath,Wifi , Air conditioning , Kitchen , Free parking,https://airbnb.com/rooms/38292213?previous_page_section_name=1000&federated_search_id=cff21fd0-4452-4e40-8f19-17e31df712ee
14, A place of your own   1BR in Boston,Entire serviced apartment, East Boston,169,3  , 1  , 1  , 1 bath,Wifi , Pool , Kitchen , Pets allowed,https://airbnb.com/rooms/47130895?previous_page_section_name=1000&federated_search_id=cff21fd0-4452-4e40-8f19-17e31df712ee
15, Clean apartment home   1BR in Boston,Entire serviced apartment, Jamaica Plain,166,3  , 1  , 1  , 1 bath,Wifi , Pool , Kitchen , Pets allowed,https://airbnb.com/rooms/46925214?previous_page_section_name=1000&federated_search_id=cff21fd0-4452-4e40-8f19-17e31df712ee
16, Modern & Luxurious  Best in the Boston Area,Entire apartment, Revere,95,6  , 2  , 4  , 1 bath,Wifi , Air conditioning , Kitchen , Free parking,https://airbnb.com/rooms/27405997?previous_page_section_name=1000&federated_search_id=cff21fd0-4452-4e40-8f19-17e31df712ee
17, 2 Bedroom with Luxury Amenities  Centralized Back Bay Location,Entire apartment, Back Bay,175,5  , 2  , 2  , 2 baths,Wifi , Kitchen , Pets allowed , Gym,https://airbnb.com/rooms/17042710?previous_page_section_name=1000&federated_search_id=cff21fd0-4452-4e40-8f19-17e31df712ee
18, Live   Work   Stay   Easy   1BR in Melrose,Entire serviced apartment, Malden,212,3  , 1  , 1  , 1 bath,Wifi , Kitchen , Pets allowed , Gym,https://airbnb.com/rooms/46749884?previous_page_section_name=1000&federated_search_id=cff21fd0-4452-4e40-8f19-17e31df712ee
19, Gorgeous 2BR in Downtown Boston   Evonify,Entire apartment, Downtown,83,6  , 2  , 2  , 1 bath,Wifi , Air conditioning , Kitchen , Pets allowed,https://airbnb.com/rooms/46579459?previous_page_section_name=1000&federated_search_id=cff21fd0-4452-4e40-8f19-17e31df712ee
0, 7 min to Downtown   5 min to Airport,Entire condominium, Chelsea,85,5  , 2  , 2  , 1 bath,Wifi , Air conditioning , Kitchen , Free parking,https://airbnb.com/rooms/40749895?previous_page_section_name=1000&federated_search_id=1b69854c-8a47-4f10-8888-7a10d1889540
1, Comfortable  Free Parking and Convenient to Subway,Private room, Somerville,46,2  , 1  , 1  , 1 shared bath,Wifi , Air conditioning , Kitchen , Washer,https://airbnb.com/rooms/24605964?previous_page_section_name=1000&federated_search_id=1b69854c-8a47-4f10-8888-7a10d1889540
2, Boston guest suite,Entire guest suite, Allston-Brighton,75,3  , 1  , 3  , 1 bath,Wifi , Air conditioning , Free parking , Self check-in,https://airbnb.com/rooms/27992316?previous_page_section_name=1000&federated_search_id=1b69854c-8a47-4f10-8888-7a10d1889540
3, Private cozy room next to assembly sq,Private room, Somerville,45,1,1,1,1,Wifi , Air conditioning , Kitchen,None,https://airbnb.com/rooms/43687266?previous_page_section_name=1000&federated_search_id=1b69854c-8a47-4f10-8888-7a10d1889540
4, A Stylish Stay w  a Queen Bed  Heated Floors   #22,Entire loft, Coolidge Corner,69,2  , 1  , 1  , 1 bath,Wifi , Air conditioning , Kitchen , Elevator,https://airbnb.com/rooms/17652844?previous_page_section_name=1000&federated_search_id=1b69854c-8a47-4f10-8888-7a10d1889540
5, Sunny studio right next to Boston University205,Entire apartment, Brookline,81,4  , 1  , 2  , 1 bath,Wifi , Air conditioning , Kitchen , Elevator,https://airbnb.com/rooms/38129654?previous_page_section_name=1000&federated_search_id=1b69854c-8a47-4f10-8888-7a10d1889540
6, 144 Bowdoin St 64 · Clean Studio Apt  Near MGH  Low Density Area,Entire apartment, Beacon Hill,84,2  , Studio , 1  , 1 bath,Wifi , Air conditioning , Kitchen , Washer,https://airbnb.com/rooms/17333246?previous_page_section_name=1000&federated_search_id=1b69854c-8a47-4f10-8888-7a10d1889540
7, Centrally located Studio in Boston  #35,Entire apartment, South End,65,2  , 1  , 1  , 1 bath,Wifi , Kitchen , Washer , Dryer,https://airbnb.com/rooms/7916575?previous_page_section_name=1000&federated_search_id=1b69854c-8a47-4f10-8888-7a10d1889540
8, Homey Apt   Min from Boston & major Universities,Entire apartment, Somerville,89,2  , 1  , 1  , 1 bath,Wifi , Air conditioning , Kitchen , Free parking,https://airbnb.com/rooms/33250781?previous_page_section_name=1000&federated_search_id=1b69854c-8a47-4f10-8888-7a10d1889540
9, 501 Near T and Area Hospitals,Entire apartment, Downtown,67,4  , 1  , 1  , 1 bath,Wifi , Air conditioning , Kitchen , Elevator,https://airbnb.com/rooms/32330630?previous_page_section_name=1000&federated_search_id=1b69854c-8a47-4f10-8888-7a10d1889540
10, Luxury 1 Bedroom in Central Square  Steps to from MIT,Entire apartment, Cambridge,80,3  , 1  , 1  , 1 bath,Wifi , Kitchen , Pets allowed , Gym,https://airbnb.com/rooms/18791077?previous_page_section_name=1000&federated_search_id=1b69854c-8a47-4f10-8888-7a10d1889540
11, Keyless Entry   Fastest Wifi   Pet Friendly Loft,Entire apartment, Financial District,113,4  , 1  , 1  , 1 bath,Wifi , Air conditioning , Kitchen , Elevator,https://airbnb.com/rooms/36771929?previous_page_section_name=1000&federated_search_id=1b69854c-8a47-4f10-8888-7a10d1889540
12, 406 Last Minute Monthly Discounts! Stay Today!,Entire apartment, Downtown,71,2  , 1  , 2  , 1 bath,Wifi , Air conditioning , Kitchen , Elevator,https://airbnb.com/rooms/46984210?previous_page_section_name=1000&federated_search_id=1b69854c-8a47-4f10-8888-7a10d1889540
13, Sunny room with AC,Private room, Allston-Brighton,39,2  , 1  , 1  , 3 shared baths,Wifi , Air conditioning , Kitchen , Free parking,https://airbnb.com/rooms/17399127?previous_page_section_name=1000&federated_search_id=1b69854c-8a47-4f10-8888-7a10d1889540
